status,product,component,hardware,importance
1.0,50.0,46.0,59.0,5.0
1.0,121.0,240.0,1.0,2.0
1.0,100.0,309.0,59.0,5.0
0.0,100.0,36.0,59.0,5.0
1.0,100.0,309.0,41.0,5.0
0.0,100.0,300.0,59.0,5.0
1.0,100.0,309.0,59.0,2.0
0.0,121.0,240.0,59.0,4.0
1.0,100.0,264.0,59.0,5.0
1.0,37.0,103.0,1.0,5.0
0.0,121.0,240.0,1.0,5.0
1.0,100.0,309.0,21.0,5.0
0.0,121.0,240.0,59.0,4.0
0.0,100.0,309.0,43.0,5.0
0.0,37.0,159.0,59.0,5.0
1.0,11.0,349.0,41.0,5.0
0.0,100.0,251.0,40.0,5.0
0.0,50.0,309.0,59.0,5.0
1.0,100.0,309.0,59.0,5.0
1.0,13.0,253.0,59.0,5.0
1.0,100.0,309.0,59.0,5.0
1.0,100.0,309.0,40.0,6.0
0.0,100.0,309.0,40.0,5.0
0.0,50.0,309.0,59.0,5.0
1.0,100.0,309.0,59.0,2.0
1.0,11.0,353.0,37.0,2.0
1.0,100.0,309.0,55.0,5.0
1.0,100.0,130.0,59.0,5.0
1.0,43.0,46.0,59.0,6.0
1.0,130.0,280.0,59.0,5.0
1.0,100.0,309.0,59.0,2.0
0.0,100.0,309.0,41.0,5.0
1.0,100.0,309.0,59.0,2.0
1.0,95.0,309.0,59.0,2.0
0.0,100.0,309.0,59.0,4.0
0.0,100.0,309.0,59.0,2.0
1.0,62.0,152.0,59.0,2.0
0.0,50.0,309.0,1.0,2.0
1.0,100.0,313.0,59.0,4.0
1.0,100.0,313.0,1.0,5.0
1.0,100.0,264.0,59.0,5.0
1.0,95.0,309.0,37.0,2.0
1.0,121.0,240.0,59.0,5.0
0.0,121.0,240.0,59.0,5.0
1.0,100.0,313.0,59.0,2.0
0.0,121.0,240.0,59.0,5.0
1.0,42.0,116.0,47.0,5.0
1.0,85.0,103.0,6.0,2.0
1.0,42.0,116.0,37.0,2.0
1.0,100.0,130.0,59.0,2.0
1.0,100.0,309.0,59.0,5.0
1.0,50.0,309.0,59.0,5.0
1.0,100.0,264.0,59.0,5.0
0.0,11.0,355.0,59.0,2.0
0.0,50.0,59.0,59.0,2.0
1.0,100.0,309.0,40.0,5.0
0.0,100.0,29.0,40.0,4.0
1.0,100.0,309.0,40.0,5.0
1.0,75.0,293.0,59.0,2.0
0.0,100.0,309.0,1.0,5.0
1.0,95.0,309.0,1.0,2.0
1.0,100.0,313.0,59.0,3.0
1.0,50.0,46.0,59.0,5.0
1.0,11.0,352.0,59.0,5.0
1.0,100.0,309.0,59.0,2.0
1.0,100.0,264.0,59.0,3.0
1.0,11.0,353.0,59.0,5.0
1.0,137.0,407.0,59.0,5.0
1.0,37.0,103.0,47.0,5.0
1.0,50.0,309.0,59.0,5.0
1.0,100.0,309.0,59.0,5.0
0.0,50.0,59.0,47.0,5.0
0.0,100.0,300.0,59.0,5.0
1.0,5.0,38.0,59.0,5.0
0.0,100.0,300.0,59.0,6.0
1.0,50.0,309.0,59.0,5.0
1.0,39.0,106.0,59.0,5.0
0.0,100.0,309.0,59.0,5.0
1.0,43.0,46.0,59.0,5.0
1.0,43.0,46.0,59.0,2.0
1.0,121.0,240.0,59.0,5.0
0.0,100.0,309.0,37.0,5.0
1.0,100.0,313.0,59.0,5.0
1.0,147.0,5.0,59.0,3.0
1.0,100.0,313.0,40.0,5.0
1.0,100.0,313.0,40.0,5.0
1.0,100.0,271.0,59.0,4.0
1.0,100.0,313.0,43.0,5.0
0.0,100.0,309.0,41.0,5.0
1.0,28.0,301.0,59.0,4.0
1.0,100.0,313.0,40.0,5.0
0.0,100.0,309.0,59.0,5.0
1.0,100.0,309.0,59.0,5.0
0.0,37.0,159.0,59.0,5.0
1.0,95.0,309.0,59.0,2.0
1.0,100.0,309.0,37.0,5.0
0.0,37.0,103.0,47.0,5.0
1.0,100.0,309.0,59.0,5.0
0.0,100.0,29.0,59.0,5.0
0.0,100.0,29.0,59.0,2.0
0.0,100.0,29.0,59.0,5.0
1.0,100.0,309.0,59.0,2.0
1.0,100.0,313.0,59.0,5.0
1.0,100.0,271.0,59.0,5.0
1.0,137.0,407.0,59.0,5.0
1.0,42.0,116.0,59.0,2.0
0.0,37.0,103.0,40.0,5.0
1.0,100.0,264.0,59.0,5.0
1.0,50.0,46.0,37.0,5.0
1.0,28.0,301.0,59.0,4.0
1.0,100.0,130.0,59.0,5.0
1.0,96.0,70.0,16.0,2.0
0.0,100.0,36.0,59.0,5.0
1.0,100.0,251.0,21.0,3.0
0.0,100.0,29.0,59.0,2.0
1.0,50.0,309.0,59.0,5.0
1.0,11.0,352.0,59.0,5.0
1.0,100.0,130.0,59.0,2.0
1.0,37.0,159.0,59.0,5.0
0.0,100.0,309.0,59.0,5.0
0.0,121.0,240.0,41.0,4.0
0.0,100.0,59.0,59.0,5.0
1.0,100.0,309.0,59.0,5.0
1.0,43.0,46.0,1.0,4.0
1.0,93.0,340.0,59.0,5.0
0.0,100.0,309.0,59.0,5.0
0.0,100.0,29.0,59.0,2.0
1.0,11.0,353.0,59.0,2.0
1.0,11.0,353.0,59.0,2.0
1.0,74.0,326.0,40.0,2.0
0.0,50.0,300.0,59.0,2.0
1.0,100.0,264.0,41.0,5.0
0.0,121.0,240.0,59.0,2.0
0.0,121.0,240.0,59.0,2.0
0.0,50.0,309.0,40.0,6.0
0.0,121.0,240.0,59.0,4.0
0.0,121.0,240.0,1.0,2.0
1.0,6.0,249.0,59.0,2.0
1.0,6.0,249.0,59.0,5.0
1.0,100.0,264.0,59.0,5.0
1.0,43.0,46.0,37.0,5.0
1.0,43.0,46.0,59.0,5.0
1.0,11.0,352.0,59.0,2.0
1.0,95.0,309.0,59.0,2.0
1.0,100.0,309.0,58.0,5.0
1.0,100.0,309.0,59.0,3.0
1.0,100.0,68.0,1.0,5.0
1.0,50.0,46.0,59.0,5.0
0.0,100.0,36.0,59.0,5.0
0.0,100.0,36.0,59.0,5.0
0.0,100.0,36.0,59.0,5.0
1.0,50.0,309.0,59.0,5.0
1.0,100.0,309.0,59.0,6.0
1.0,50.0,59.0,59.0,5.0
1.0,6.0,249.0,59.0,2.0
1.0,11.0,352.0,59.0,3.0
0.0,50.0,309.0,59.0,5.0
0.0,100.0,36.0,9.0,2.0
0.0,100.0,36.0,1.0,2.0
0.0,100.0,36.0,59.0,5.0
0.0,100.0,29.0,59.0,5.0
0.0,13.0,34.0,59.0,5.0
0.0,100.0,309.0,43.0,5.0
1.0,100.0,309.0,59.0,5.0
0.0,100.0,36.0,59.0,2.0
1.0,50.0,46.0,47.0,5.0
1.0,100.0,313.0,59.0,4.0
1.0,100.0,309.0,1.0,2.0
1.0,100.0,309.0,59.0,5.0
1.0,100.0,309.0,41.0,3.0
0.0,121.0,240.0,59.0,2.0
1.0,75.0,325.0,1.0,2.0
1.0,37.0,103.0,58.0,4.0
1.0,100.0,309.0,59.0,5.0
0.0,100.0,29.0,59.0,6.0
1.0,95.0,309.0,59.0,5.0
0.0,100.0,29.0,59.0,5.0
0.0,100.0,29.0,59.0,5.0
0.0,100.0,29.0,59.0,5.0
1.0,42.0,116.0,1.0,6.0
1.0,6.0,249.0,59.0,5.0
0.0,100.0,29.0,59.0,2.0
1.0,100.0,309.0,59.0,5.0
0.0,100.0,29.0,59.0,5.0
1.0,100.0,309.0,59.0,2.0
1.0,95.0,309.0,59.0,5.0
0.0,50.0,300.0,40.0,5.0
1.0,43.0,267.0,59.0,5.0
1.0,133.0,402.0,59.0,5.0
0.0,100.0,251.0,47.0,4.0
1.0,6.0,249.0,59.0,2.0
0.0,50.0,300.0,59.0,5.0
1.0,100.0,313.0,40.0,5.0
1.0,95.0,309.0,59.0,5.0
0.0,100.0,295.0,59.0,2.0
1.0,147.0,196.0,1.0,2.0
1.0,11.0,352.0,59.0,5.0
0.0,100.0,295.0,59.0,2.0
1.0,42.0,116.0,59.0,2.0
1.0,11.0,352.0,59.0,2.0
1.0,50.0,46.0,59.0,5.0
1.0,6.0,31.0,41.0,5.0
1.0,11.0,349.0,40.0,2.0
0.0,50.0,309.0,27.0,2.0
1.0,43.0,267.0,59.0,5.0
0.0,100.0,309.0,59.0,5.0
0.0,100.0,309.0,27.0,5.0
1.0,6.0,249.0,41.0,5.0
0.0,100.0,309.0,24.0,2.0
1.0,100.0,309.0,27.0,2.0
1.0,100.0,309.0,27.0,2.0
1.0,42.0,116.0,59.0,3.0
0.0,100.0,309.0,27.0,5.0
1.0,147.0,48.0,59.0,5.0
1.0,6.0,249.0,41.0,5.0
1.0,95.0,309.0,1.0,2.0
1.0,16.0,290.0,43.0,2.0
1.0,16.0,290.0,6.0,2.0
0.0,13.0,253.0,58.0,2.0
1.0,95.0,309.0,1.0,5.0
0.0,100.0,36.0,59.0,2.0
0.0,50.0,309.0,59.0,5.0
1.0,95.0,309.0,59.0,2.0
1.0,100.0,313.0,59.0,5.0
0.0,100.0,309.0,59.0,5.0
1.0,100.0,313.0,1.0,5.0
0.0,100.0,59.0,59.0,5.0
1.0,100.0,264.0,59.0,4.0
1.0,100.0,309.0,58.0,5.0
1.0,50.0,7.0,59.0,5.0
1.0,75.0,309.0,59.0,2.0
0.0,100.0,29.0,37.0,2.0
1.0,95.0,309.0,59.0,4.0
1.0,42.0,116.0,40.0,5.0
0.0,121.0,240.0,1.0,2.0
1.0,95.0,309.0,59.0,5.0
0.0,13.0,253.0,40.0,2.0
1.0,121.0,240.0,59.0,5.0
1.0,133.0,402.0,1.0,5.0
0.0,100.0,300.0,59.0,5.0
1.0,100.0,309.0,43.0,4.0
0.0,50.0,300.0,59.0,5.0
1.0,6.0,56.0,51.0,2.0
0.0,100.0,59.0,41.0,4.0
0.0,100.0,36.0,27.0,2.0
1.0,100.0,309.0,59.0,5.0
0.0,100.0,309.0,59.0,5.0
1.0,100.0,309.0,37.0,5.0
1.0,100.0,309.0,55.0,5.0
1.0,100.0,130.0,59.0,5.0
0.0,121.0,240.0,1.0,4.0
1.0,100.0,309.0,59.0,5.0
1.0,100.0,309.0,59.0,2.0
1.0,147.0,315.0,58.0,3.0
1.0,100.0,309.0,1.0,5.0
1.0,100.0,309.0,59.0,5.0
0.0,100.0,29.0,40.0,5.0
1.0,50.0,309.0,59.0,5.0
1.0,42.0,116.0,59.0,5.0
1.0,50.0,46.0,59.0,2.0
0.0,100.0,309.0,6.0,5.0
1.0,6.0,56.0,59.0,2.0
1.0,100.0,313.0,21.0,5.0
1.0,100.0,251.0,1.0,5.0
0.0,100.0,29.0,59.0,5.0
0.0,100.0,295.0,59.0,5.0
1.0,42.0,116.0,59.0,5.0
1.0,100.0,309.0,59.0,5.0
0.0,100.0,29.0,59.0,3.0
1.0,42.0,116.0,59.0,5.0
0.0,37.0,103.0,1.0,2.0
1.0,100.0,313.0,1.0,2.0
1.0,100.0,264.0,37.0,3.0
1.0,100.0,309.0,59.0,5.0
1.0,62.0,152.0,59.0,5.0
1.0,43.0,46.0,59.0,5.0
1.0,100.0,309.0,37.0,5.0
1.0,43.0,46.0,58.0,4.0
1.0,11.0,350.0,59.0,5.0
1.0,54.0,149.0,37.0,2.0
1.0,11.0,353.0,59.0,2.0
1.0,42.0,116.0,41.0,3.0
0.0,50.0,300.0,59.0,5.0
0.0,100.0,309.0,59.0,5.0
1.0,100.0,309.0,1.0,2.0
1.0,137.0,407.0,59.0,5.0
1.0,42.0,116.0,59.0,2.0
1.0,6.0,56.0,59.0,2.0
1.0,42.0,116.0,59.0,2.0
1.0,13.0,253.0,40.0,2.0
1.0,100.0,309.0,59.0,5.0
0.0,100.0,295.0,59.0,5.0
1.0,42.0,116.0,1.0,2.0
0.0,100.0,300.0,59.0,5.0
1.0,54.0,309.0,59.0,5.0
1.0,11.0,352.0,59.0,5.0
1.0,100.0,264.0,59.0,5.0
1.0,100.0,68.0,37.0,5.0
1.0,100.0,309.0,59.0,3.0
1.0,28.0,301.0,59.0,5.0
1.0,100.0,313.0,59.0,5.0
1.0,100.0,251.0,40.0,5.0
1.0,121.0,240.0,59.0,5.0
1.0,100.0,313.0,59.0,5.0
1.0,100.0,130.0,59.0,2.0
0.0,100.0,59.0,41.0,5.0
1.0,95.0,309.0,1.0,5.0
1.0,16.0,260.0,59.0,5.0
1.0,100.0,313.0,59.0,5.0
1.0,100.0,130.0,1.0,2.0
1.0,136.0,444.0,59.0,5.0
1.0,42.0,116.0,59.0,5.0
1.0,100.0,130.0,1.0,2.0
1.0,37.0,39.0,1.0,2.0
1.0,93.0,425.0,59.0,2.0
1.0,30.0,378.0,59.0,5.0
1.0,100.0,15.0,1.0,2.0
1.0,11.0,352.0,59.0,5.0
1.0,50.0,46.0,59.0,2.0
0.0,100.0,15.0,59.0,5.0
1.0,43.0,46.0,37.0,5.0
1.0,42.0,116.0,1.0,5.0
1.0,39.0,106.0,59.0,5.0
1.0,42.0,116.0,59.0,5.0
0.0,50.0,309.0,1.0,5.0
1.0,100.0,264.0,59.0,5.0
1.0,100.0,264.0,59.0,5.0
1.0,100.0,264.0,37.0,5.0
1.0,54.0,46.0,59.0,5.0
0.0,100.0,309.0,59.0,5.0
1.0,42.0,116.0,41.0,4.0
1.0,43.0,46.0,37.0,5.0
1.0,85.0,103.0,59.0,2.0
0.0,50.0,309.0,59.0,5.0
0.0,100.0,309.0,1.0,5.0
1.0,28.0,301.0,59.0,5.0
0.0,100.0,36.0,59.0,6.0
1.0,100.0,15.0,47.0,5.0
1.0,6.0,249.0,59.0,5.0
1.0,100.0,309.0,47.0,5.0
0.0,50.0,300.0,48.0,5.0
0.0,100.0,29.0,59.0,5.0
1.0,100.0,309.0,59.0,5.0
1.0,100.0,313.0,59.0,5.0
1.0,100.0,15.0,40.0,5.0
1.0,100.0,68.0,59.0,5.0
1.0,42.0,116.0,41.0,4.0
1.0,11.0,349.0,59.0,4.0
1.0,100.0,264.0,37.0,2.0
1.0,100.0,130.0,59.0,5.0
1.0,50.0,46.0,40.0,5.0
1.0,100.0,68.0,59.0,6.0
1.0,37.0,136.0,59.0,5.0
1.0,100.0,313.0,59.0,5.0
1.0,100.0,130.0,59.0,2.0
1.0,95.0,309.0,59.0,2.0
0.0,100.0,271.0,59.0,2.0
0.0,100.0,300.0,1.0,2.0
0.0,147.0,79.0,1.0,2.0
1.0,16.0,260.0,41.0,4.0
1.0,137.0,407.0,41.0,4.0
1.0,6.0,249.0,59.0,2.0
0.0,95.0,309.0,59.0,2.0
1.0,95.0,309.0,59.0,2.0
1.0,50.0,46.0,40.0,5.0
1.0,134.0,425.0,59.0,2.0
1.0,100.0,313.0,59.0,2.0
1.0,43.0,46.0,1.0,2.0
0.0,100.0,29.0,59.0,2.0
1.0,100.0,264.0,37.0,5.0
1.0,100.0,264.0,37.0,5.0
0.0,100.0,300.0,43.0,5.0
1.0,43.0,46.0,1.0,5.0
1.0,100.0,264.0,37.0,2.0
1.0,147.0,48.0,59.0,2.0
1.0,11.0,352.0,59.0,5.0
1.0,100.0,313.0,59.0,4.0
0.0,100.0,15.0,1.0,5.0
1.0,100.0,264.0,59.0,4.0
1.0,100.0,309.0,1.0,5.0
0.0,100.0,309.0,47.0,3.0
1.0,100.0,309.0,59.0,5.0
1.0,95.0,309.0,59.0,2.0
0.0,100.0,29.0,1.0,2.0
1.0,100.0,313.0,1.0,5.0
1.0,43.0,46.0,59.0,5.0
1.0,121.0,240.0,59.0,2.0
1.0,100.0,309.0,59.0,2.0
1.0,133.0,402.0,59.0,5.0
0.0,100.0,29.0,59.0,5.0
1.0,75.0,309.0,40.0,2.0
1.0,95.0,309.0,59.0,2.0
1.0,95.0,309.0,59.0,2.0
1.0,133.0,402.0,59.0,5.0
1.0,95.0,309.0,59.0,2.0
1.0,100.0,313.0,59.0,2.0
1.0,37.0,103.0,40.0,5.0
1.0,11.0,352.0,59.0,6.0
1.0,11.0,349.0,59.0,3.0
1.0,11.0,349.0,59.0,5.0
1.0,100.0,264.0,1.0,2.0
1.0,100.0,313.0,59.0,5.0
1.0,100.0,295.0,59.0,5.0
1.0,50.0,309.0,47.0,5.0
0.0,95.0,309.0,51.0,2.0
0.0,100.0,309.0,59.0,5.0
1.0,100.0,313.0,59.0,5.0
0.0,121.0,240.0,59.0,4.0
1.0,137.0,407.0,59.0,5.0
1.0,75.0,309.0,58.0,2.0
0.0,50.0,300.0,59.0,5.0
1.0,100.0,264.0,43.0,5.0
1.0,121.0,240.0,59.0,5.0
1.0,100.0,309.0,59.0,5.0
1.0,100.0,264.0,37.0,5.0
1.0,16.0,42.0,59.0,5.0
1.0,100.0,309.0,59.0,2.0
1.0,43.0,46.0,1.0,4.0
1.0,14.0,148.0,59.0,2.0
1.0,100.0,264.0,59.0,5.0
1.0,147.0,196.0,59.0,2.0
1.0,11.0,352.0,27.0,4.0
1.0,42.0,116.0,1.0,5.0
1.0,14.0,148.0,59.0,5.0
1.0,100.0,264.0,59.0,2.0
1.0,37.0,103.0,40.0,5.0
1.0,133.0,446.0,59.0,5.0
1.0,100.0,309.0,59.0,5.0
0.0,50.0,309.0,1.0,2.0
1.0,50.0,46.0,37.0,5.0
1.0,13.0,253.0,59.0,5.0
1.0,6.0,56.0,59.0,5.0
1.0,100.0,271.0,59.0,5.0
1.0,43.0,46.0,37.0,5.0
1.0,43.0,46.0,59.0,2.0
1.0,43.0,46.0,40.0,5.0
1.0,43.0,46.0,1.0,2.0
1.0,100.0,309.0,37.0,2.0
0.0,100.0,309.0,21.0,4.0
1.0,100.0,309.0,1.0,5.0
0.0,100.0,309.0,1.0,5.0
1.0,100.0,309.0,1.0,5.0
0.0,100.0,309.0,59.0,5.0
0.0,100.0,295.0,59.0,5.0
0.0,100.0,309.0,1.0,5.0
1.0,100.0,309.0,1.0,5.0
0.0,100.0,36.0,1.0,5.0
1.0,100.0,264.0,47.0,5.0
1.0,100.0,309.0,59.0,2.0
1.0,100.0,309.0,59.0,4.0
1.0,100.0,264.0,59.0,5.0
1.0,75.0,309.0,59.0,6.0
1.0,130.0,439.0,6.0,2.0
1.0,100.0,309.0,16.0,2.0
1.0,95.0,309.0,59.0,5.0
1.0,100.0,309.0,1.0,5.0
1.0,100.0,309.0,37.0,2.0
1.0,100.0,309.0,59.0,5.0
1.0,100.0,264.0,59.0,5.0
1.0,37.0,418.0,59.0,2.0
1.0,50.0,46.0,59.0,2.0
1.0,50.0,46.0,59.0,2.0
1.0,43.0,46.0,59.0,5.0
1.0,42.0,116.0,59.0,5.0
1.0,100.0,264.0,51.0,5.0
1.0,147.0,315.0,59.0,2.0
1.0,100.0,313.0,59.0,5.0
1.0,100.0,309.0,59.0,5.0
0.0,100.0,309.0,59.0,5.0
1.0,100.0,309.0,1.0,2.0
1.0,42.0,116.0,59.0,5.0
1.0,121.0,240.0,1.0,3.0
1.0,42.0,116.0,59.0,2.0
1.0,42.0,116.0,59.0,2.0
1.0,42.0,116.0,59.0,2.0
1.0,75.0,293.0,40.0,4.0
1.0,42.0,116.0,59.0,2.0
0.0,43.0,46.0,40.0,5.0
0.0,13.0,253.0,55.0,2.0
1.0,50.0,46.0,59.0,5.0
1.0,100.0,313.0,59.0,2.0
1.0,12.0,229.0,59.0,5.0
1.0,100.0,295.0,59.0,5.0
1.0,13.0,253.0,55.0,5.0
1.0,95.0,309.0,59.0,2.0
1.0,100.0,313.0,59.0,6.0
1.0,100.0,309.0,1.0,5.0
0.0,50.0,300.0,59.0,5.0
1.0,13.0,253.0,55.0,5.0
1.0,100.0,313.0,59.0,5.0
1.0,50.0,46.0,59.0,5.0
1.0,50.0,46.0,59.0,5.0
1.0,100.0,264.0,59.0,5.0
1.0,100.0,264.0,59.0,2.0
1.0,43.0,46.0,1.0,2.0
1.0,14.0,103.0,59.0,2.0
1.0,88.0,122.0,1.0,2.0
1.0,136.0,452.0,59.0,5.0
1.0,95.0,309.0,1.0,2.0
1.0,100.0,313.0,43.0,5.0
1.0,75.0,68.0,1.0,2.0
1.0,75.0,309.0,37.0,2.0
1.0,42.0,116.0,59.0,2.0
0.0,13.0,34.0,43.0,2.0
1.0,42.0,116.0,40.0,5.0
0.0,100.0,309.0,59.0,5.0
1.0,2.0,46.0,59.0,5.0
0.0,100.0,309.0,59.0,2.0
1.0,100.0,309.0,59.0,2.0
1.0,16.0,91.0,1.0,5.0
0.0,50.0,309.0,59.0,5.0
0.0,50.0,309.0,1.0,5.0
0.0,50.0,309.0,59.0,5.0
1.0,100.0,264.0,59.0,5.0
1.0,75.0,309.0,1.0,2.0
1.0,135.0,405.0,1.0,2.0
0.0,50.0,309.0,59.0,5.0
0.0,50.0,309.0,1.0,5.0
0.0,100.0,300.0,1.0,2.0
1.0,100.0,309.0,1.0,2.0
1.0,100.0,255.0,59.0,5.0
1.0,75.0,325.0,37.0,2.0
1.0,75.0,46.0,40.0,2.0
1.0,100.0,264.0,59.0,5.0
1.0,100.0,309.0,59.0,5.0
1.0,50.0,46.0,59.0,5.0
1.0,121.0,240.0,37.0,2.0
1.0,100.0,309.0,59.0,2.0
1.0,130.0,439.0,59.0,2.0
0.0,121.0,240.0,1.0,2.0
1.0,50.0,46.0,59.0,5.0
1.0,100.0,313.0,1.0,5.0
1.0,100.0,264.0,59.0,5.0
1.0,100.0,264.0,59.0,5.0
1.0,121.0,240.0,59.0,5.0
0.0,100.0,309.0,59.0,5.0
1.0,75.0,68.0,1.0,2.0
1.0,100.0,309.0,40.0,3.0
1.0,13.0,253.0,1.0,5.0
1.0,100.0,313.0,37.0,5.0
1.0,6.0,249.0,59.0,2.0
1.0,100.0,264.0,47.0,4.0
0.0,100.0,29.0,59.0,5.0
1.0,100.0,313.0,59.0,5.0
1.0,100.0,264.0,37.0,2.0
1.0,100.0,309.0,21.0,3.0
1.0,100.0,130.0,59.0,4.0
1.0,100.0,309.0,59.0,5.0
1.0,42.0,116.0,40.0,5.0
1.0,42.0,116.0,40.0,5.0
1.0,100.0,313.0,59.0,5.0
1.0,75.0,46.0,43.0,2.0
1.0,100.0,309.0,59.0,5.0
1.0,100.0,309.0,59.0,2.0
1.0,136.0,444.0,1.0,5.0
1.0,75.0,309.0,1.0,2.0
1.0,11.0,353.0,40.0,5.0
0.0,100.0,251.0,51.0,2.0
1.0,100.0,15.0,59.0,2.0
1.0,75.0,68.0,1.0,2.0
0.0,37.0,275.0,1.0,5.0
1.0,75.0,309.0,59.0,2.0
1.0,75.0,293.0,59.0,2.0
1.0,100.0,264.0,1.0,5.0
0.0,100.0,309.0,40.0,4.0
1.0,50.0,46.0,21.0,4.0
1.0,50.0,46.0,59.0,5.0
1.0,100.0,264.0,59.0,5.0
1.0,95.0,309.0,55.0,5.0
1.0,16.0,290.0,59.0,5.0
1.0,54.0,46.0,59.0,5.0
1.0,121.0,240.0,1.0,2.0
1.0,100.0,313.0,37.0,5.0
1.0,50.0,46.0,59.0,2.0
1.0,14.0,148.0,59.0,2.0
0.0,100.0,309.0,59.0,5.0
1.0,95.0,24.0,59.0,5.0
1.0,121.0,240.0,41.0,4.0
1.0,75.0,293.0,40.0,2.0
1.0,37.0,159.0,59.0,5.0
1.0,11.0,353.0,37.0,2.0
1.0,95.0,24.0,59.0,5.0
1.0,75.0,309.0,1.0,2.0
0.0,100.0,309.0,59.0,5.0
1.0,147.0,48.0,59.0,5.0
1.0,121.0,240.0,59.0,5.0
0.0,100.0,36.0,40.0,5.0
1.0,95.0,309.0,59.0,5.0
1.0,100.0,264.0,59.0,5.0
1.0,100.0,264.0,1.0,2.0
1.0,100.0,313.0,59.0,2.0
1.0,100.0,309.0,59.0,5.0
1.0,43.0,46.0,1.0,2.0
1.0,43.0,46.0,59.0,5.0
1.0,121.0,240.0,1.0,5.0
1.0,37.0,103.0,59.0,5.0
1.0,121.0,240.0,1.0,2.0
1.0,135.0,405.0,58.0,5.0
1.0,130.0,439.0,37.0,5.0
0.0,100.0,295.0,59.0,5.0
1.0,85.0,23.0,1.0,2.0
1.0,11.0,353.0,40.0,2.0
1.0,100.0,264.0,47.0,5.0
1.0,100.0,309.0,59.0,2.0
0.0,74.0,247.0,59.0,3.0
0.0,50.0,46.0,40.0,5.0
1.0,121.0,240.0,1.0,2.0
0.0,100.0,59.0,1.0,2.0
0.0,100.0,59.0,1.0,2.0
1.0,121.0,240.0,59.0,4.0
1.0,121.0,298.0,1.0,2.0
0.0,100.0,295.0,59.0,5.0
0.0,100.0,29.0,59.0,5.0
1.0,75.0,309.0,59.0,4.0
1.0,100.0,135.0,59.0,5.0
1.0,100.0,309.0,43.0,5.0
1.0,100.0,130.0,21.0,5.0
1.0,95.0,309.0,59.0,5.0
1.0,121.0,240.0,59.0,5.0
0.0,100.0,130.0,59.0,2.0
1.0,13.0,253.0,43.0,3.0
0.0,100.0,36.0,59.0,2.0
1.0,100.0,251.0,59.0,2.0
1.0,100.0,264.0,47.0,5.0
1.0,100.0,264.0,47.0,5.0
1.0,11.0,349.0,59.0,5.0
1.0,75.0,293.0,1.0,6.0
1.0,75.0,46.0,1.0,2.0
0.0,100.0,300.0,1.0,5.0
1.0,42.0,116.0,59.0,3.0
0.0,100.0,295.0,40.0,3.0
1.0,100.0,130.0,59.0,2.0
1.0,50.0,309.0,59.0,2.0
1.0,75.0,309.0,59.0,2.0
1.0,75.0,309.0,1.0,2.0
1.0,100.0,309.0,37.0,5.0
1.0,100.0,264.0,47.0,5.0
1.0,42.0,116.0,59.0,5.0
1.0,100.0,264.0,59.0,5.0
1.0,121.0,240.0,59.0,4.0
1.0,2.0,189.0,21.0,5.0
1.0,147.0,196.0,43.0,5.0
1.0,100.0,309.0,59.0,5.0
1.0,137.0,407.0,59.0,2.0
0.0,100.0,309.0,59.0,5.0
1.0,100.0,251.0,40.0,5.0
1.0,95.0,309.0,59.0,5.0
1.0,37.0,159.0,41.0,5.0
1.0,43.0,46.0,1.0,5.0
0.0,100.0,309.0,59.0,5.0
0.0,100.0,300.0,1.0,2.0
1.0,121.0,240.0,59.0,5.0
1.0,75.0,309.0,59.0,2.0
1.0,95.0,309.0,59.0,2.0
1.0,75.0,293.0,59.0,2.0
1.0,121.0,240.0,59.0,5.0
0.0,100.0,271.0,40.0,2.0
0.0,100.0,295.0,59.0,5.0
1.0,95.0,309.0,27.0,5.0
1.0,100.0,264.0,59.0,2.0
1.0,50.0,309.0,37.0,5.0
1.0,42.0,116.0,40.0,5.0
1.0,50.0,309.0,59.0,5.0
0.0,100.0,15.0,47.0,5.0
1.0,100.0,313.0,59.0,5.0
0.0,100.0,309.0,59.0,5.0
1.0,37.0,136.0,43.0,2.0
1.0,37.0,136.0,43.0,2.0
1.0,75.0,293.0,59.0,6.0
1.0,85.0,23.0,37.0,2.0
1.0,11.0,349.0,59.0,2.0
1.0,11.0,353.0,40.0,5.0
1.0,100.0,313.0,1.0,2.0
0.0,100.0,300.0,1.0,4.0
1.0,100.0,68.0,1.0,5.0
1.0,100.0,130.0,59.0,5.0
1.0,100.0,255.0,67.0,5.0
1.0,6.0,249.0,59.0,2.0
1.0,6.0,56.0,59.0,2.0
0.0,100.0,295.0,1.0,2.0
1.0,39.0,106.0,37.0,5.0
1.0,100.0,309.0,59.0,2.0
1.0,130.0,445.0,58.0,3.0
1.0,42.0,116.0,47.0,5.0
0.0,100.0,29.0,59.0,5.0
0.0,100.0,309.0,40.0,5.0
1.0,100.0,313.0,59.0,4.0
0.0,100.0,59.0,59.0,5.0
1.0,100.0,313.0,28.0,3.0
1.0,100.0,130.0,59.0,5.0
1.0,12.0,309.0,59.0,5.0
0.0,100.0,59.0,59.0,2.0
1.0,135.0,405.0,47.0,5.0
1.0,37.0,103.0,59.0,5.0
1.0,100.0,251.0,59.0,2.0
1.0,85.0,103.0,21.0,2.0
1.0,100.0,309.0,37.0,2.0
1.0,11.0,352.0,1.0,2.0
1.0,100.0,251.0,59.0,5.0
