29672,480729,1.936362300735114,1
30122,485740,1.936362300735114,1
30239,487113,1.936362300735114,3
31558,501256,2.056161669757522,1
31559,501257,2.056161669757522,1
31560,501260,2.056161669757522,1
30960,495185,2.057008045017992,1
30959,495176,2.135861647028608,1
30562,490749,2.1889319701432632,1
28448,467000,2.3559835402448615,1
12050,256552,2.4268840323309995,2
14075,280597,2.4268840323309995,3
9281,218104,2.4594278846756756,1
9763,224692,2.4594278846756756,1
12095,257071,2.471046989028025,2
12459,261822,2.471046989028025,2
14092,280859,2.4814804098605308,1
29099,473990,2.488337514809422,1
29398,477583,2.488337514809422,1
29622,480213,2.488337514809422,1
32777,514809,2.488337514809422,1
26826,442765,2.4891450333849123,1
8872,212071,2.520217168461798,1
23228,394195,2.5236079128234405,2
23284,394899,2.5236079128234405,2
24560,412262,2.5236079128234405,2
19435,341697,2.524415431398931,2
7746,197101,2.559263302275122,1
19634,344136,2.5755604868807005,3
15027,291909,2.5760315597357177,2
9466,220281,2.577352689924071,1
3121,111899,2.581222176185907,1
3125,111916,2.581222176185907,1
23792,401218,2.5923129827505154,2
23890,402616,2.5951217349241302,1
5917,167243,2.5991051612573806,3
15803,300424,2.6000472175249314,1
31178,497466,2.6001079498856816,3
25238,421151,2.6031373608092507,2
26855,443219,2.6081368838318295,5
26985,444986,2.6081368838318295,3
27587,455778,2.6081368838318295,1
27614,456413,2.6081368838318295,1
28059,462585,2.6081368838318295,1
28099,463108,2.6081368838318295,1
29780,481934,2.6081368838318295,4
29978,484106,2.6081368838318295,1
30171,486335,2.6081368838318295,1
30647,491563,2.6081368838318295,1
30902,494549,2.6081368838318295,1
30943,495000,2.6081368838318295,5
31291,498542,2.6081368838318295,2
31358,499412,2.6081368838318295,1
31359,499413,2.6081368838318295,3
31561,501261,2.6081368838318295,3
31646,502234,2.6081368838318295,3
31888,507347,2.6081368838318295,2
31906,507454,2.6081368838318295,3
31907,507466,2.6081368838318295,3
32004,508122,2.6081368838318295,3
32005,508123,2.6081368838318295,3
32007,508151,2.6081368838318295,3
32453,511904,2.6081368838318295,1
32458,511959,2.6081368838318295,5
32500,512354,2.6081368838318295,3
32735,514380,2.6081368838318295,1
33699,526308,2.6081368838318295,3
33916,528444,2.6081368838318295,3
34114,530856,2.6081368838318295,3
34348,533436,2.6081368838318295,3
34521,535685,2.6081368838318295,3
34578,536243,2.6081368838318295,5
16393,307212,2.631783551294117,3
18093,325770,2.631783551294117,3
30334,488192,2.6342317958961163,1
21751,373893,2.6363014180352495,3
33157,518318,2.6363014180352495,1
14060,280345,2.6400068653272974,1
4642,144682,2.654942585261841,2
16242,305435,2.6631533308090902,2
11732,251555,2.6697217624390888,2
11729,251525,2.6702560888443165,2
15274,294267,2.6761588531444565,2
5812,165255,2.6867219215379916,2
25570,425670,2.687836861102915,1
11915,254740,2.694486018383718,2
12678,264442,2.6965033455816108,1
13122,269633,2.6965033455816108,3
12322,259976,2.7078951869136416,2
12493,262252,2.7078951869136416,2
18449,330027,2.7078951869136416,2
26911,443971,2.715932028025455,2
27453,453958,2.715932028025455,2
31299,498602,2.7199073189080893,3
28754,470293,2.721211611038799,2
13850,277905,2.7246375450050224,2
18218,327272,2.7246375450050224,1
6652,180147,2.729648469021657,3
7082,187153,2.729648469021657,3
7362,191448,2.729648469021657,2
7511,193898,2.729648469021657,1
7560,194564,2.729648469021657,3
7569,194725,2.729648469021657,1
7623,195463,2.729648469021657,1
7841,198381,2.729648469021657,3
